concept	182 0
multi-phase	2.68 0.32
unla-	2.36 0.64
preknowledge	0.52 0.48
flattened	1.18 5.82
multi-task	2 0
five-step	0.58 0.42
bustness	0 6
bbd	1.12 0.88
icd	0 2
sloped	1.22 0.78
pull-up	0.7 1.3
huertas	0.2 0.8
pga	0.48 2.52
cascades	5 0
epsrc	27 0
lv	0 3
pulsestream	0.22 0.78
a-si	0.3 0.7
pwin	0.2 0.8
pulsewidth	0.18 0.82
behrman	0.44 0.56
elizabeth	0.4 0.6
kerr	0.44 0.56
kerr-type	0.44 0.56
wichita	0.3 0.7
charge-based	0.58 2.42
rst	0 2
weak-inversion	0.08 2.92
wri	0.28 0.72
focal-plane	0 5
pedroni	0.28 0.72
volnei	0.34 0.66
head-based	0.12 0.88
vlsi-based	0.14 0.86
uncompressed	0.9 1.1
georgia	6.92 4.08
non-asymptotic	4 0
snow	2.14 1.86
spectro-	2 0
georgetown	0 7
cochleagram	0.3 0.7
resynthesis	1.1 1.9
parametrised	10 0
emaih	8 0
hme	10 0
vu	6 0
rnj	3 0
srw	1.4 0.6
waterhouse	4 0
zh	0 4
glove-talkli	0.3 0.7
rtj	2.98 0.02
pedal	0.5 0.5
glove-talkii	0.4 0.6
rho	1.42 0.58
audiovisual	4.94 0.06
audio-visual	0.62 2.38
jason	3.34 0.66
xtx	4.8 0.2
divide-and-conquer	3 0
trentin	0.56 0.44
gran	0.44 0.56
apasci	0.42 0.58
subgroups	0 4
ricerca	0.46 0.54
edmondo	0.58 0.42
resynthesize	2 0
linear-	7.96 0.04
switchboard	1.7 0.3
cholesky	5.98 0.02
spondence	0 4
rajesh	2.32 1.68
iconic	0.04 3.96
pietro	1.22 0.78
subimage	5 0
open-	2.68 1.32
terzopoulos	3 0
nonrigid	0 5
interpolations	5 0
ultra-low	2.8 0.2
essa	0 2
conferencing	1.76 0.24
animated	0.38 0.62
beymer	4 0
zohary	0.72 1.28
westheimer	0 7
vaina	0.44 1.56
lucia	0.02 2.98
dawei	0 3
model-fitting	4 0
unr	0.42 0.58
pca-pyramids	0.6 0.4
pca-laplace	0.56 0.44
horst	1.34 0.66
wien	5 0
lempel-ziv	3.96 0.04
olp	0.56 0.44
c-net	0.52 0.48
ando	1.5 0.5
suguna	2 0
drew	7 0
softassign	3.28 1.72
conic	1.52 2.48
un-normalized	4 0
recalculated	0 5
cedar	6.7 0.3
bs	14.92 0.08
manifold-snake	2 0
hpnn	0 3
leverage	10.92 0.08
true-positive	0.36 0.64
lower-resolution	2 0
rois	3 0
false-positive	1.34 0.66
diabolo	2.98 0.02
holger	3.6 0.4
schwenk	5 0
milgram	1.54 0.46
singly	4 0
show-	2.44 4.56
tokamak	0.54 0.46
post-shot	0.46 0.54
windsor	0.52 0.48
coils	2.92 0.08
vessel	2 0
vacuum	0.52 0.48
pick-up	3.98 0.02
sitions	7 0
pancake	0.74 0.26
linearised	0.68 1.32
generatire	10 0
wake-sleep	17.98 0.02
em-based	3.58 0.42
full-covariance	3.92 0.08
ke	5 0
autotypist	0.34 0.66
comfort	1.78 0.22
typing	2.36 1.64
facto	4.96 0.04
keystroke	0.54 0.46
spending	7.98 0.02
gzip	3 0
huffman	0.58 0.42
shahian	0.46 0.54
rocs	0 3
preoperative	1.54 0.46
renal	0.4 0.6
mortality	2.74 0.26
bot-	2.32 2.68
hospitals	5 0
stratification	0 2
risk-adjusted	0.82 2.18
unanticipated	1.6 1.4
clin	0 3
lymph	3 0
tumors	1.86 0.14
artmap	3 0
staging	0.02 1.98
computerized	1.36 1.64
gnu-chess	0.58 0.42
knight	0.02 2.98
min-max	4 0
lazy	4 0
neurochess	0.54 0.46
normative	0.18 3.82
heckerman	3.86 2.14
serum	2.98 0.02
annotated	6.96 0.04
magnus	6 0
stensmo	0.88 2.12
em-algorithm	4.96 0.04
dawid	5 0
usama	0.5 0.5
latent-variable	6 0
volcano	0.52 0.48
volcanoes	2 0
sar	0 5
labellers	0.58 0.42
fayyad	5 0
uated	3.98 0.02
lugosi	4.94 0.06
magellan	1.56 0.44
finke	3 0
npen	0.58 0.42
minoru	0.56 0.44
asogawa	0.44 0.56
numeral	5 0
presumption	0.74 2.26
aifnn	0.6 0.4
edit	0 4
prij	0.66 0.34
probs	0.8 0.2
toij	0.54 0.46
sub-problems	3 0
nev-	5 0
psychol	0 4
rightwards	0.02 2.98
mixture-of-experts	0.06 1.94
x-shift	0.28 0.72
upright	0 10
uli	0 5
adclus	0.78 1.22
loglikelihood	4 0
set-theoretic	0.68 0.32
distractors	0 8
trunk-centered	0.22 0.78
hemineglect	0.74 1.26
oculocentric	0 2
arguin	0.26 0.74
lived	0 4
trepan	0.52 0.48
protein-coding	0.44 1.56
gourley	0.52 0.48
desimone	0 4
teristics	0 5
ground-truth	0.6 0.4
cepts	6 0
training-set	4 0
captor	0 2
streaming	0.02 2.98
arena	1.48 1.52
precession	0.22 0.78
shadlen	0 7
iilll	2.98 0.02
illlllllll	0 2
zero-lag	0 2
iiiiiiiii	0 3
illllll	0 2
iiiiiiiiii	0 3
illlllll	0.62 1.38
imll	0 2
iiiiii	0 3
iiiiiiii	4.18 0.82
deweese	4 0
lftc	1.46 0.54
potsson	0 2
zero-noise	3 0
repeatability	0 3
trial-to-trial	0 4
kaas	0 3
sus	2.1 1.9
interocular	0.02 2.98
otoliths	0.26 0.74
rasmussen	13 0
posit	0 5
plantar	0.26 0.74
co-existence	0.04 2.96
agrin	0.2 0.8
paralysed	0.16 0.84
dcm	0.16 0.84
achr	0.26 0.74
paralysis	0.24 0.76
sparrow	0.16 0.84
mid-range	0 3
instinct	0 2
co-ordinate	0 4
geodesic	1.56 0.44
quaternions	0.44 0.56
berg	3.04 0.96
subgroup	0.48 0.52
fick	0.78 0.22
ffir	0 10
spring-mass	0.26 0.74
meg	3.08 1.92
fectively	4.96 0.04
undetected	0.3 0.7
tzyy-ping	0 4
alertness	2.38 1.62
information-maximization	16.66 1.34
rtn	0.04 0.96
avhd	0.16 0.84
snr-dependent	0.28 0.72
carp	0.24 0.76
csrf	0.3 0.7
bpfr	0.24 0.76
csrfs	0.18 0.82
specimen	0 4
tsukuba	2.34 1.66
detectability	0 5
rrt	9 0
e-cover	5 0
nop	2 0
chaussee	9.94 0.06
rudower	10.98 0.02
yishay	5 0
luxury	1.74 0.26
under-regularized	0.86 0.14
jerrum	3 0
long-standing	7 0
koiran	7 0
n-recursive	0.8 0.2
dubious	2.46 0.54
hirosawa	5 0
k-nearest-neighbor	3 0
finite-sample	3 0
bohossian	2 0
parisons	5 0
laughton	1.72 1.28
exactness	2.94 0.06
bi-modal	4 0
two-parameter	1.06 0.94
sahar	0.68 0.32
black-box	5 0
neurocolt	7 0
tco	0.68 0.32
meister	1.08 1.92
unimodality	1.2 0.8
holomorphic	2 0
fukumizu	2 0
multivari-	5 0
student-teacher	4.96 0.04
student-student	4 0
three-node	0 3
qii	5 0
qik	4 0
arcsin	1.02 0.98
jyrki	4 0
exponentiated	12 0
kivinen	13 0
minimum-containing	0.94 0.06
semi-definite	6 0
quadratic-type	0.58 0.42
boundary-layer	0.34 0.66
vc-entropy	2 0
vc-bounds	3 0
w-uniformity	0.82 0.18
telstra	0 3
shells	2 0
cavendish	5.98 0.02
ational	5.96 0.04
russia	3 0
unlearning	0.56 0.44
shuvalova	0.72 0.28
vev	2 0
vet	5 0
righthand	4 0
dodier	1.8 0.2
nv	1.3 1.7
cycle-free	0.58 0.42
widely-used	3.68 0.32
period-doubling	0.68 0.32
pnp	3 0
transition-based	0.98 1.02
torial	0 4
i-ii	6 0
re-estimated	5.98 0.02
rectify	0 5
eigen-decomposition	2 0
sphered	0.06 3.94
lower-	0 5
spiegelhalter	7.98 0.02
softening	0.6 2.4
statlog	4 0
shortfall	2.62 0.38
boxplots	5 0
ellis	3.98 0.02
super-paramagnetic	0.64 0.36
magnetization	2 0
friends	0 4
glvq	0.62 0.38
jobshop	1.42 0.58
s-expression	0.6 0.4
job-shop	4.16 5.84
edgeworth	4.98 0.02
parra	5.96 0.04
lucas	0.02 6.98
symplectic	0.74 0.26
papp	0.64 0.36
single-m	0.7 0.3
single-f	0.8 0.2
learnings	0.02 2.98
h-m-	0.68 0.32
bayesian-kullback	0.78 0.22
ying-yang	0.62 0.38
hk	7 0
sub-sets	1.22 1.78
stabilizers	4 0
t-distribution	3 0
time-lagged	0.72 0.28
bagging	20 0
adaboost	12 0
factorizable	6 0
inter-modular	0.02 2.98
narx	3.96 0.04
abcde	0.02 1.98
blanket	2.98 0.02
epidemiology	1 1
indians	5.98 0.02
tationally	0 6
pole-pair	0.72 0.28
rocks	3 0
ionosphere	0 6
pima	8.64 0.36
axis-aligned	5 0
thyroid	6 0
discretised	5 0
hmc	3 0
zhu	9 0
larsen	2.98 0.02
neff	3 0
nuisance	4.32 1.68
santoso	1.72 0.28
lauritzen	6 0
marginalizing	10 0
infeasibility	2 0
validation-set	0 2
opitz	3 0
regent	0.22 1.78
addemup	0.72 0.28
resample	5 0
log-posterior	6 0
ormoneit	3 0
unregularized	3 0
julesz	0.04 3.96
ordcr	0.22 0.78
hyper-ridges	0.76 0.24
hyper-ridge	0.66 0.34
inseparable	5 0
flake	0.92 1.08
forp	4 0
recalculate	4.54 0.46
bosch	1.02 0.98
equated	0 5
tempering	0.54 0.46
non-isotropic	4.94 0.06
psom	0 2
meta-psom	0.52 0.48
t-psom	0.46 0.54
psoms	0.56 0.44
rnns	0 4
puskorius	3.72 0.28
tifio	2.74 0.26
ups	4 0
factorisation	4 0
multi-way	3 0
tr-rbf	0.74 0.26
pert	2.98 0.02
rfwr	0 2
kremer	0 2
gb	0.18 2.82
risc	0.74 1.26
soft-max	5.16 2.84
multimedia	0.02 5.98
timings	0.02 2.98
torrent	0.4 0.6
vectorized	3.94 0.06
gee	0.8 3.2
leveraging	2.98 1.02
spert-ii	0.34 0.66
reusing	0.66 3.34
mitigate	4 0
positivity	0 9
qai	2 0
one-way	4 0
foa	0.58 0.42
shoe	2.94 0.06
counterexample	3.98 0.02
foreach	3 0
sulu	0.62 0.38
forbes	4 0
s-sparse	0.74 0.26
ariaboost	7 0
k-perceptrons	0.7 0.3
k-perceptron	0.72 0.28
fvbn	0.6 0.4
brendan	7 0
frey	8.18 1.82
drop-off	3.96 0.04
clbts	0.38 0.62
log-linear	0 3
minch	0 5
non-oscillating	0.16 0.84
inverter-b	0.34 0.66
neuron-mos	0.28 0.72
hspice	0.48 1.52
pml	0.36 0.64
postmultiplication	0.2 0.8
wordspotting	0 2
multi-converter	0.2 0.8
address-event	0 4
etienne-cummings	0 4
spiegel	0 3
on-set	2 0
sfmd	0.56 0.44
time-to-contact	0 3
ttm	1.64 1.36
schaik	0 6
onset-based	0.12 0.88
holdsworth	0.12 1.88
onset-offset	0.1 0.9
pickles	0 3
pinna	0 3
spoke	1.2 0.8
connectionist-hmm	0.64 3.36
wer	0.5 0.5
sqale	0.58 0.42
abbot	3.22 0.78
cardoso	12 0
differential-geometrical	6 0
wtw	3.96 0.04
riken	8 0
gram-charlier	3 0
cichocki	9.6 0.4
fg	6 0
fixating	0 5
buttons	0 3
attention-based	3.96 1.04
thrasher	0.38 0.62
imagelink	0.46 0.54
back-tsoi	0.5 0.5
tagging	5 0
pixel-prediction	0.44 0.56
helper	0.28 0.72
scale-sensitive	4.98 0.02
disocclusion	0.18 0.82
occluder	0.28 2.72
invisibility	0.26 0.74
pentium	9 0
eigenface	0.02 3.98
brow	0 2
scan-paths	0 2
mae	0.2 0.8
grunewald	0 3
non-transparent	0 2
peaking	0 3
coplanar	0.84 1.16
benary	0.22 0.78
t-junction	0 2
t-junctions	0 3
hidden-state	4 0
alive	0.52 0.48
agr	0.48 0.52
pendence	9 0
shape-related	0.26 0.74
mouths	2.22 0.78
wong	7 0
non-face	0 4
bootc	0.58 0.42
cvc	0.1 1.9
parmanto	1.48 0.52
hepatoma	1.66 0.34
doyle	2 0
sinwave	0.6 0.4
slipping	0 5
anthropomorphic	3 0
rpn	0.34 0.66
shoot	0.54 0.46
defender	0.48 0.52
veloso	0.54 0.46
adversarial	2 0
subframe	0.32 0.68
mee	0.42 0.58
allocations	4.42 0.58
prcs	0.28 0.72
riis	0.48 0.52
repair	5 0
interruption	0.44 1.56
samms	0.4 0.6
herence	0.24 0.76
mli	1.78 0.22
yeung	3 0
pq-routing	0.56 0.44
t--o	0.7 2.3
invests	2.12 0.88
neuro-fuzzy	1.14 0.86
portfolio	8 0
pneumonia	0 2
rankprop	3 0
medis	0.54 0.46
futures	4 0
turnover	2.96 0.04
sharpe	3 0
universe	2.68 1.32
profits	4 0
gopal-s	0.56 0.44
sdh	0.46 0.54
brunel	0 4
hertfordshire	0.38 0.62
hypernet	0.3 0.7
bolouri	0.44 0.56
agent-environment	0.72 2.28
coelho	0.68 0.32
mme	0.7 0.3
reachability	0.64 0.36
tann	0.68 0.32
athena	17 0
annaswamy	0.66 0.34
zs	3 0
rld	0.6 0.4
passengers	0.48 0.52
passenger	3.42 0.58
decentralized	2.78 1.22
down-peak	0.52 0.48
esa	0.56 0.44
rdf	0.64 0.36
shuttle	1.22 2.78
scheduler	4 0
schedul-	3 0
zweben	0.68 0.32
hand-engineered	0.62 0.38
scaleable	1.24 1.76
epc	0.18 0.82
sarsa	3 0
finite-horizon	5 0
e-greedy	0 4
acrobot	0 3
interim	4.96 0.04
continuous-state	6 0
mountain-car	1.82 0.18
nonexpansion	3 0
mina	0 3
un-normalised	0.7 0.3
regret	3 0
regressed	3.9 0.1
rsm	0.66 0.34
gittins	2 0
undue	0 3
autorsm	0.62 0.38
comax	0.84 0.16
multi-armed	1.38 0.62
sabes	3.9 0.1
text-based	0.58 0.42
natural-language	1.2 0.8
trec	0 3
rocchio	2.98 0.02
lba	0.66 0.34
sigir	3 0
non-relevant	1.16 0.84
fraud	1.48 1.52
co-evolutionary	0.34 0.66
challenger	0.42 0.58
sales	3 0
mutant	0 2
www	1.44 2.56
pubeval	0.48 0.52
logothetis	0 5
rivalry	0.08 4.92
riesenhuber	0 2
salinas	0 3
attias	6.96 0.04
symphonic	0.96 1.04
schreiner	0 4
vocalizations	0 3
sub-units	0.04 3.96
gabbiani	0.02 3.98
egelhaaf	0 3
borst	0 3
paperclip	0 2
paperclips	0 2
view-tuned	0 2
factorised	6 0
rivalrous	0 3
leopold	0.28 1.72
worms	0.38 0.62
elegans	0 2
nematode	0 2
parsmeters	0.28 0.72
chemotaxis	0 2
wessel	0.22 0.78
p-receptor	0.22 0.78
specimens	0 3
kapadia	0 4
raftery	0 4
frequentist	1.3 1.7
martignon	0.42 0.58
marginals	12 0
quasi-synchronization	0 2
vrest	0 4
eeeeel	0.06 0.94
archie	0 2
sillito	0 5
patch-suppressed	0 2
ole	7 0
solari	0.2 0.8
asymmetrically	5 0
siapas	0.28 0.72
odeg	0.2 0.8
covariant	6.98 0.02
positive-definite	4.98 0.02
contravariant	2 0
laheld	4 0
riemannian	8.98 0.02
fat-shattering	3 0
satis-	4 0
shattering	8 0
pseudometric	3 0
saitama	4.96 0.04
one-hidden-layer	0.82 2.18
xor-bow-tie	0.7 0.3
paugam-moisy	2 0
e-insensitive	2.9 2.1
smola	14 0
svr	3 0
elisseeff	0.72 0.28
jz	1.24 1.76
coetzee	0.04 2.96
stonick	1.26 0.74
winther	6 0
nijmegen	5 0
grooteplein	6 0
geert	6 0
unbiasedness	3.98 0.02
pdata	2 0
kwon	3 0
linder	2 0
zeger	3 0
mesterharm	2 0
mistake-driven	1.42 0.58
sbsb	0.74 0.26
apobayesian	0.72 0.28
sasb	0.82 0.18
orponen	1.58 0.42
noise-robust	0.68 0.32
radon-nikodym	0.76 1.24
sisj	0.88 1.12
shuffle-exchange	0.58 0.42
succinctly	5 0
yannakakis	0.58 0.42
cube-connected	0.62 0.38
peper	0.64 0.36
ramnets	0.72 0.28
ramnet	0.68 0.32
over-realizable	0.54 1.46
riegler	3.98 0.02
morphing	2.98 0.02
morphs	2 0
svs	7 0
burges	8 0
golowich	1.92 0.08
nabney	0 2
mcmc	14 0
gps	7 0
cho	1.92 1.08
onsager	5 0
misspecified	4 0
adler	2 0
justsystem	1.56 2.44
pbil	1.26 0.74
ppbil	0.42 0.58
richardson	8 0
indecision	0.7 0.3
separators	3 0
baram	2.76 0.24
trill	0 2
hyper-parameter	5 0
hyper-parameters	7 0
ripley	6 0
leptograpsus	1.64 0.36
qazaz	2 0
pographic	1.38 1.62
shrinkage	8 0
gtm	5.96 0.04
visualisation	5.96 0.04
sample-set	0.3 1.7
k-median	0.66 1.34
wdbc	2 0
kdd	3 0
k-mean	0.76 0.24
thrsh	0.8 0.2
lucent	13 0
mnist	4.96 0.04
vsv	0.7 0.3
svms	17 0
unencoded	0.62 0.38
chatterjee	0.74 0.26
deflation	4 0
hdnn	0.54 0.46
idnns	0.46 0.54
idnn	0.44 0.56
yin-yang	0.62 0.38
prieditis	4 0
all-bias	0.82 0.18
galperin	4 0
isbell	3 0
bonet	0 4
jeremy	3.88 2.12
conditionals	3.96 0.04
universitiit	3.66 0.34
wtr	2 0
suganathan	0.62 0.38
model-graph	1.56 1.44
log-probability	4.98 0.02
nikhil	0.82 1.18
sammon	0 2
agree-	0 5
okmc	0.58 0.42
postsigmoid	0.6 0.4
ynew	0.7 0.3
dialogues	0 3
bumping	0.56 1.44
dfg	10 0
lstm	0.56 0.44
whitening	8.8 0.2
whitened	5.52 0.48
arcing	9 0
hmdt	0.66 0.34
maximizers	0.8 1.2
maximizer	1.68 2.32
nonnegativity	3 0
ringnorm	5 0
leisch	3 0
em-type	0.68 2.32
equalized	0.38 3.62
equipartition	0.44 0.56
neuroscale	0.58 0.42
proximator	3.94 0.06
tipping	11 0
dqp	0.68 0.32
imputations	1.92 0.08
imputation	1.7 0.3
simulation-based	6 0
url	5.94 0.06
plug-in	2 0
olr	0.62 0.38
nolr	0.66 0.34
tt-ce	0.74 0.26
triangulated	3 0
cti	7 0
multicollinearity	0.68 0.32
pci	2 0
pcrn	0.72 0.28
pazzani	0.76 0.24
merz	4 0
landgrebe	2 0
mitigating	4.98 0.02
em-i	0.86 0.14
uyar	1.86 0.14
omits	0.06 2.94
bbns	0.7 0.3
of-the-art	2.48 1.52
swedish	3 0
unmixed	2 0
fading	0 3
klaus-robert	5.88 0.12
ziehe	1.46 0.54
molgedey	3.8 0.2
astc	0.76 0.24
cica	0.7 0.3
torkkola	3 0
roth	5 0
non-negativity	3.94 0.06
qap	0.76 0.24
aibj	0.82 0.18
smith-kettlewell	2.96 0.04
bpq	0.74 0.26
xubo	4.98 0.02
sill	6 0
k-l	4 0
stahlberger	0.66 0.34
qq	4 0
unit-obs	0.84 0.16
broadway	0 5
two-factor	2 0
monaco	2 0
ebd	1.22 0.78
esp	0.76 0.24
iological	4.98 0.02
kde	0.48 0.52
simoncelli	0 12
gatsby	16.98 0.02
chopper	0 2
neuro-chips	0 2
self-excitation	0 2
hot-electron	0.28 0.72
autozeroing	0.38 0.62
end-state	0.26 0.74
choppers	0.16 0.84
psychophys-	0 5
blindly	6 0
te-won	3.54 0.46
non-minimum	0.54 0.46
user-adaptive	0.58 0.42
oam	0.58 0.42
triphones	3.96 0.04
rigoil	2.18 0.82
neukirchen	2 0
instationary	0.58 0.42
saxophone	0.56 0.44
td-neuron	0.56 0.44
hss	0.56 0.44
td-neurons	0.68 0.32
ekf	6.98 0.02
noncausal	2 0
warpings	1.74 0.26
mmse	4 0
pca-based	0 4
lz	4 0
super-gaussian	4.96 0.04
zca	0.34 0.66
binary-image	0.58 0.42
constantinople	0.48 0.52
shi	3.98 0.02
gsm	2 0
luminosity	1.2 1.8
dimitrov	0 2
hateren	2.58 1.42
fcs	1.34 0.66
artex	0.4 0.6
gam	0.68 1.32
leite	0.48 0.52
kittler	2 0
vreeswijk	0 2
popout	0 3
ohzawa	0.02 1.98
pop-out	0 4
construct-	5.82 0.18
padgett	0.6 1.4
eigenfeature	1.72 0.28
spikenet	0.12 0.88
markram	0 7
willsky	3.98 0.02
bbp	0.72 0.28
cortically-based	0.16 0.84
zeus	1.18 0.82
muons	0.36 0.64
osnn	0.3 0.7
muon	0.36 0.64
ethernet	0 4
qos	0.94 1.06
short-lived	0.82 1.18
gawk	0.6 0.4
zorn	0.58 0.42
site-specific	0 2
barrett	0 2
profitability	4 0
risky	5 0
risk-free	1.22 0.78
macro-economic	2 0
misery	0.4 0.6
furnace	0.54 0.46
poli-	1.24 2.76
occupant	2 0
residential	0.02 3.98
neurothermostat	0.58 0.42
traders	3 0
black-scholes	0.66 0.34
lungsq	0.52 0.48
vancouver	0.48 0.52
bagged	2 0
onlylin-step	0.6 0.4
tobacco	0.6 0.4
full-step	0.66 0.34
squamous	1.34 1.66
nn-bayes-cmtt	0.5 0.5
deviance	0.64 0.36
bdcl	0.56 0.44
neuro-dynamic	10 0
rbf-ave	0.44 0.56
msa	0.42 0.58
sil	0.26 0.74
rbf-med	0.36 0.64
pre-cancer	0.3 0.7
sils	0.42 0.58
cervical	0.46 0.54
retrospective	0 2
pre-cancerous	0.4 0.6
fluorescence	0 2
kriging	0.64 0.36
rbfn	2 0
aero-magnetic	0.66 0.34
earth-science	0.72 0.28
grbfn	0.74 0.26
covariation	0.62 0.38
multi-effect	0.5 0.5
quotes	0.54 0.46
winds	2 0
davies	0 2
simplex-based	0.66 0.34
hillcar	0.56 0.44
grid-based	4.94 0.06
factorizing	0.1 4.9
value-gradient	0.58 0.42
fmri	0.86 2.14
actor-tutor	0.54 0.46
swing-up	1.1 0.9
actor-	2.3 1.7
decision-maker	0.72 0.28
zilberstein	1.94 0.06
pareigis	0.84 1.16
v-function	0.46 0.54
uop	0.96 1.04
v-learning	0.52 0.48
discount-rate	1.04 2.96
ppg	0.58 0.42
counter-examples	0.04 2.96
negativity	0.92 1.08
timebase	0.22 0.78
autistic	0 3
abolished	0.04 4.96
jones-bregman	0.2 0.8
gammatone	0 2
duncan	0 6
soda	3.24 2.76
schyns	0.36 1.64
dailey	0.12 1.88
cans	0.34 0.66
deneve	0.04 2.96
sef	0.36 0.64
gettner	0.34 0.66
farah	0 2
olson	0.16 0.84
imprinting	0.2 0.8
predisposition	0.18 0.82
chicks	0.2 0.8
filial	0.22 0.78
stuffed	1 1
fowl	0.24 0.76
necks	0.14 0.86
withdraw	0.26 0.74
predispositions	0.2 0.8
one-trial	1.14 1.86
human-like	0.92 1.08
foltz	0.34 0.66
etch	1.12 0.88
drc	0.32 1.68
two-syllable	0.3 0.7
gpc	1.94 0.06
taraban	0.26 0.74
single-route	0.34 0.66
orthography	0.32 0.68
dual-route	0.38 0.62
single-syllable	0.26 0.74
visual-naming	0.24 0.76
aphasia	0.34 0.66
superadditive-impairment	0.28 0.72
gesturing	0.34 0.66
sitton	0.26 0.74
recollected	0.32 0.68
recollection	0.22 0.78
set-point	0.64 1.36
participant	0 2
lures	0.3 0.7
rodriguez	2.34 0.66
symbol-sensitive	0.2 1.8
non-word	0.44 0.56
legality	0.5 0.5
non-segmented	0.42 0.58
non-naturalistic	0.38 0.62
multi-electrode	0 4
schultz	3.78 3.22
unblocking	0.54 0.46
decharms	0 2
ret	0 2
spectrotemporal	0.14 0.86
wake-	3.96 0.04
slow-phase	0.2 0.8
velocity-storage	0.16 0.84
rmw	0.42 0.58
watermaze	0.5 0.5
dmp	0.32 0.68
tessier-lavigne	0.1 1.9
ligand	0 2
eph	0.28 0.72
kda	2.08 0.92
leukocyte	0 2
diffusible	0.28 0.72
uht	0.28 0.72
time-warp	0.24 0.76
roweis	6.98 0.02
ferster	0 3
snippe	3 0
sub-populations	0 2
divisive	5 0
m-sequences	0.36 0.64
m-sequence	0.38 0.62
stimulus-related	0 2
wcin	7.88 0.12
nonrivalrous	0.14 0.86
vesicle	0 2
ru	0 3
manwani	0 3
itb	0.34 0.66
marginalized	5 0
scherg	0.66 1.34
vinje	0.46 0.54
nonseparable	4 0
sample-size	2 0
cdm	0.82 0.18
llew	4 0
cumulant-based	0.86 0.14
ooj	2.96 0.04
plefka	3 0
vovk	3 0
minimizers	4 0
schottky	3 0
weigand	0.48 0.52
kessler	0.6 0.4
rattray	1.16 0.84
btx	0.56 0.44
descent-ascent	0.52 0.48
florham	13 0
cristianini	2.6 0.4
dts	2 0
scholkopf	3 0
staples	3 0
transductive	4 0
monasson	0.72 0.28
rsb	0.58 0.42
nrf	0.62 0.38
cramer-rao	2 0
kurtotic	3.94 0.06
stvq	0.7 0.3
ssom	0.6 0.4
matthias	4 0
graepel	1.2 0.8
magdon-ismail	2 0
stechert	2 0
turnbull	0.68 0.32
pref	0.74 0.26
wmp	3 0
linear-gaussian	3 0
kl-divergence	4.98 0.02
smith-waterman	0.62 0.38
cgms	0.72 0.28
turbocode	0.58 0.42
parity-check	3 0
rgbn	0.56 0.44
unrectified	0.54 0.46
analyser	2 0
lengthscale	4 0
guildhall	8 0
polychotomous	3 0
rsmerstrafie	4 0
stochastical	1.44 0.56
brodatz	1.82 2.18
mpc	0.74 2.26
evsi	0.62 0.38
sweepinghinge	0.82 0.18
hingedescent	0.74 0.26
argi	0.7 0.3
ecoc	0.8 0.2
pacts	0.72 0.28
s-map	0.46 0.54
overcomplete	10.98 0.02
denoising	5 0
factorizes	0 7
multiple-instance	2.98 0.02
noisy-or	2.96 0.04
bags	0.72 0.28
torso	3 0
marrs	0.24 1.76
reversible-jump	0.6 0.4
vspv	0.46 0.54
s-bp	0.62 0.38
scann	0.68 0.32
abalone	2.98 0.02
retardation	0.66 1.34
mineiro	1.02 1.98
up-propagation	0.52 0.48
up-prop	0.64 0.36
dru	0.44 0.56
spca	0.7 0.3
enjoys	6 0
lwpcr	0.42 0.58
lwfa	0.6 0.4
lwpls	0.66 0.34
lwpca	0.68 0.32
vijayakumar	0.58 0.42
k-step	0 2
oldenbourg	4 0
gov	4.98 0.02
star-galaxy	0.8 0.2
cb-retrieval	0.64 0.36
nam	0.44 0.56
isomap	0.52 0.48
shortest-path	1.56 1.44
super-clique	0.66 0.34
single-level	0.62 0.38
hierarchi-	8 0
meila	1.98 0.02
pdemannian	0.84 0.16
demixing	7 0
pdm	0.32 0.68
neuro-chip	0.58 1.42
vhig	0 2
iex	0 3
avlsi	0 4
read-out	0 3
toxo	0.26 0.74
phase-based	0.88 1.12
pmos	0 3
robustification	1.18 0.82
avsr	0.5 0.5
rahim	1.82 1.18
beamforming	4 0
dpsk	0.66 0.34
baseband	0.64 0.36
wireless	6 0
monophones	3 0
rigoll	1.8 0.2
de-noising	1.42 0.58
bi-partite	0.64 0.36
subband	5 0
rudra	0.66 0.34
versa	0 6
schwegler	0.06 1.94
cyclopean	0.22 0.78
stereovision	0.52 0.48
sobey	0.26 0.74
zigzag	0.36 0.64
khepera	0.36 0.64
non-direction	0.3 0.7
werman	0.76 1.24
turbulent	0.56 0.44
ess	0.74 2.26
affine-invariant	0.66 0.34
vasconcelos	0 4
mrtd	0.76 0.24
mpeg	0.48 1.52
distractions	0.38 0.62
expectation-based	0.24 0.76
content-based	4 0
photocell	0.18 0.82
lux	0.18 0.82
emds	0.22 0.78
translinear	0 2
pachelbel	0.34 0.66
agglomerative	4 0
melonet	0.5 0.5
baroque-style	0.4 0.6
girolami	4 0
sub-gaussian	0.3 5.7
topographies	0 2
iragui	0.16 1.84
t-p	0 2
odd-ball	0.38 0.62
technion-	0 2
gop	1.64 0.36
farima	0.52 0.48
mihatsch	2 0
schulte	0.76 0.24
revenue	4.98 0.02
ospf	0.78 0.22
scheeff	1.18 0.82
schedulers	2 0
dag	4 0
doina	5.92 0.08
qlu	0.74 0.26
nn-qlu	0.72 0.28
nnid	0.4 0.6
misuse	0.48 0.52
blast	0.64 0.36
red-blue	0.6 0.4
kasdan	0.62 1.38
rulebases	0.36 0.64
rulebase	0.48 0.52
